OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
INTELSAT 10 (IS-10),2001-019A,2025-03-10T11:37:09.304608,1.00271793,.0003744,7.9642,63.9769,284.3263,60.4616,0,U,26766,999,4096,0,-.22E-6,0
INTELSAT 901 (IS-901),2001-024A,2025-03-10T19:44:39.710976,1.00271027,.0002386,0.0511,109.6080,253.7266,74.0556,0,U,26824,999,1833,0,-.219E-5,0
USA 159 (DSP 21),2001-033A,2025-03-10T07:08:50.692416,1.00271220,.0000646,12.3473,19.5823,38.2061,168.5617,0,U,26880,999,2831,0,-.309E-5,0
IUS R/B(2),2001-033D,2025-03-10T06:14:22.226208,0.99895447,.0006586,12.4705,19.8678,10.7021,349.3271,0,U,26883,999,2115,0,-.363E-5,0
COSMOS 2379,2001-037A,2025-03-10T00:09:06.258816,1.00307019,.0005901,12.8624,17.5609,224.2190,306.1381,0,U,26892,999,8620,0,.8E-6,0
SL-12 R/B(2),2001-037D,2025-03-10T20:15:03.780000,1.00362563,.0020698,12.8570,17.7771,70.8623,102.2077,0,U,26895,999,8615,0,-.169E-5,0
INTELSAT 902 (IS-902),2001-039A,2025-03-10T19:38:16.881216,1.00270394,.0004504,4.9419,77.4311,275.2696,60.4892,0,U,26900,999,8604,0,-.298E-5,0
SL-12 R/B(2),2001-045D,2025-03-10T20:15:11.287296,1.00335966,.0025532,13.5349,15.5149,19.2963,156.8702,0,U,26939,999,8620,0,-.171E-5,0
ECHOSTAR 7,2002-006A,2025-03-10T19:47:24.853344,0.99848829,.0003969,2.8160,83.1594,261.6309,102.7171,0,U,27378,999,4591,0,-.215E-5,0
INTELSAT 904 (IS-904),2002-007A,2025-03-10T19:44:02.177952,1.00270804,.0003297,5.7563,74.7145,274.8047,85.7021,0,U,27380,999,4711,0,-.229E-5,0
DIRECTV 5 (TEMPO 1),2002-023A,2025-03-10T21:12:08.613792,1.00272298,.0003512,3.6898,81.1105,266.5820,28.9962,0,U,27426,999,8347,0,-.72E-6,0
INTELSAT 905 (IS-905),2002-027A,2025-03-05T07:56:38.711904,0.99892540,.0003934,5.5691,75.4209,269.5744,256.4341,0,U,27438,999,8326,0,-.284E-5,0
GALAXY 3C (G-3C),2002-030A,2025-03-07T09:38:38.682240,1.00273406,.0002406,2.5289,84.0060,53.1606,77.9902,0,U,27445,999,4181,0,-.165E-5,0
INTELSAT 906 (IS-906),2002-041A,2025-03-10T11:36:39.279744,1.00271280,.000307,4.6197,78.6364,250.7412,77.3120,0,U,27513,999,8237,0,-.2E-7,0
EUTELSAT 33B,2002-051A,2025-03-10T20:29:15.646848,1.00275524,.0014058,7.8723,64.8319,315.0679,224.8097,0,U,27554,999,8171,0,-.357E-5,0
TDRS 10,2002-055A,2025-03-08T08:23:34.130976,1.00271349,.0010195,10.2611,45.3469,302.8461,132.9813,0,U,27566,999,8156,0,.74E-6,0
NIMIQ 2,2002-062A,2025-03-10T12:29:49.526304,1.00272010,.000637,8.3653,61.6325,286.2070,258.8535,0,U,27632,999,3953,0,-.81E-6,0
USA 167,2003-008A,2025-03-10T11:45:38.509920,1.00274959,.0004379,10.0354,47.3818,292.7288,242.8133,0,U,27691,999,212,0,-.7E-7,0
TITAN 4 CENTAUR R/B,2003-012B,2025-03-10T05:06:11.778912,1.00575777,.0023451,10.5907,25.9747,267.7002,92.0658,0,U,27712,999,2112,0,-.242E-5,0
INSAT-3A,2003-013A,2025-03-10T14:50:20.918688,0.99806944,.001109,7.7093,65.9833,299.0944,48.1510,0,U,27714,999,8009,0,.49E-6,0
ASIASAT 4,2003-014A,2025-03-10T20:40:38.625024,1.00271975,.0002625,3.5153,81.5974,258.3946,286.4860,0,U,27718,999,4065,0,-.238E-5,0
SL-12 R/B(2),2003-015F,2025-03-10T01:21:38.461824,1.00335405,.0010382,12.2243,23.6715,31.5333,163.4696,0,U,27780,999,7984,0,.119E-5,0
GSAT-2,2003-018A,2025-03-09T21:13:13.458720,0.99844860,.0010863,10.2687,45.5487,329.7804,33.0331,0,U,27807,999,7980,0,-.212E-5,0
HELLAS-SAT 2,2003-020A,2025-03-10T19:49:39.969120,1.00272407,.0007129,6.1959,73.3867,246.7057,136.0177,0,U,27811,999,3820,0,-.98E-6,0
THURAYA-2,2003-026A,2025-03-10T11:30:53.982144,1.00273386,.0007819,8.1143,33.5983,326.9624,24.5554,0,U,27825,999,7969,0,.113E-5,0
OPTUS C1,2003-028B,2025-03-10T18:54:11.017728,1.00272754,.0006181,5.7237,74.9993,272.0710,260.9241,0,U,27831,999,4841,0,-.165E-5,0
GALAXY 23 (G-23),2003-034A,2025-03-10T14:09:26.305056,1.00272248,.0002813,1.9960,85.5127,272.7301,261.7189,0,U,27854,999,7909,0,-.4E-7,0
USA 170,2003-040A,2025-03-07T02:51:13.760928,1.00279576,.0001925,9.5038,52.1907,332.8166,207.2377,0,U,27875,999,2830,0,.117E-5,0
IABS R/B,2003-040C,2025-03-08T22:50:14.241408,1.00745040,.0011151,13.0268,15.8203,307.1543,52.7517,0,U,27877,999,2126,0,-.13E-6,0
GALAXY 13 (HORIZONS-1),2003-044A,2025-03-10T15:43:53.685408,1.00270193,.0002282,0.2171,92.7960,259.3945,262.3367,0,U,27954,999,4192,0,.115E-5,0
YAMAL 202,2003-053A,2025-03-10T18:56:18.627936,1.00272613,.0004316,5.1691,76.5582,251.2998,288.3596,0,U,28089,999,7805,0,-.96E-6,0
YAMAL 201,2003-053B,2025-03-10T17:33:34.692192,1.00235055,.0001756,8.5428,60.1867,82.2453,11.2901,0,U,28094,999,8023,0,-.162E-5,0
UFO 11 (USA 174),2003-057A,2025-03-10T20:22:51.439008,1.00273187,.0003353,8.4922,35.8513,295.7251,218.3755,0,U,28117,999,7780,0,-.116E-5,0
SL-12 R/B(2),2003-060D,2025-03-10T20:20:37.699584,1.00275860,.0017861,13.1709,17.0812,222.0092,333.7893,0,U,28139,999,7738,0,-.323E-5,0
USA 176 (DSP 22),2004-004A,2025-03-10T10:00:14.665824,1.00276066,.0000838,11.4280,29.3170,308.3074,68.0244,0,U,28158,999,2828,0,-.231E-5,0
IUS R/B(2),2004-004D,2025-03-09T12:38:39.041664,0.99820757,.000462,11.5317,29.5080,16.5737,343.4699,0,U,28161,999,2075,0,.86E-6,0
ABS-4 (MOBISAT-1),2004-007A,2025-03-10T15:01:21.487296,1.00269957,.0005906,4.8631,77.6405,268.6911,108.5218,0,U,28184,999,4769,0,.24E-6,0
EUTELSAT 7A,2004-008A,2025-03-10T15:47:01.347072,1.00271920,.0004026,4.6500,77.5281,269.2799,279.2825,0,U,28187,999,7670,0,.88E-6,0
RADUGA-1 7,2004-010A,2025-03-10T21:06:51.753024,1.00305225,.0004448,13.1392,24.3847,229.7661,357.3825,0,U,28194,999,7677,0,-.371E-5,0
SL-12 R/B(2),2004-015D,2025-03-10T05:29:38.760576,1.00710320,.0016417,12.9181,17.7449,318.9375,237.0189,0,U,28240,999,7673,0,-.224E-5,0
AMC-11,2004-017A,2025-03-10T20:35:12.039072,1.00272394,.0003041,0.0471,309.4628,29.5771,27.3992,0,U,28252,999,7622,0,-.67E-6,0
SL-12 R/B(2),2004-010F,2025-03-10T05:13:38.701056,1.00131406,.0026368,13.1750,24.5997,0.6138,359.7315,0,U,28256,999,7601,0,-.334E-5,0
INTELSAT 10-02,2004-022A,2025-03-10T20:28:38.826624,1.00272133,.000084,0.0211,247.2561,86.0416,141.6221,0,U,28358,999,7591,0,-.28E-6,0
ANIK F2,2004-027A,2025-03-10T20:27:34.876800,1.00271774,.0003128,2.0869,85.5032,299.2789,339.7357,0,U,28378,999,3661,0,-.66E-6,0
AMC-15,2004-041A,2025-03-10T21:23:17.334240,1.00271360,.0002561,0.0449,311.2821,21.4651,51.7998,0,U,28446,999,7466,0,-.105E-5,0
SL-12 R/B(2),2004-043D,2025-03-10T03:50:38.749344,1.00155665,.000797,12.7671,19.7669,149.2729,39.1481,0,U,28466,999,7446,0,-.186E-5,0
NSS-10,2005-003A,2025-03-10T19:41:47.062176,1.00271720,.0003111,5.2878,76.0351,267.0945,83.5809,0,U,28526,999,4850,0,-.266E-5,0
XTAR-EUR,2005-005A,2025-03-10T16:20:56.715936,1.00272910,.000509,3.1380,82.4754,248.3810,111.9603,0,U,28542,999,7354,0,.134E-5,0
XM-3 (RHYTHM),2005-008A,2025-03-10T19:27:38.831904,1.00271455,.0001407,0.0672,260.5015,145.0374,328.7428,0,U,28626,999,3797,0,-.216E-5,0
INMARSAT 4-F1,2005-009A,2025-03-10T14:54:38.564352,1.00273160,.0002321,4.5765,42.0350,325.5952,202.6599,0,U,28628,999,7302,0,.18E-6,0
SL-12 R/B(2),2005-010F,2025-03-10T21:01:38.554752,1.00319497,.0022199,12.6376,21.7331,256.1405,301.1287,0,U,28634,999,7305,0,-.301E-5,0
DIRECTV 8,2005-019A,2025-03-10T14:09:56.330784,1.00271655,.000314,0.0128,227.7880,127.4970,266.6261,0,U,28659,999,7242,0,-.16E-6,0
GALAXY 28 (G-28),2005-022A,2025-03-10T14:18:34.277184,1.00271147,.0005217,2.1008,84.7316,219.4474,349.9560,0,U,28702,999,4733,0,-.202E-5,0
THAICOM 4,2005-028A,2025-03-10T21:20:38.761728,1.00269898,.0001916,0.0125,116.9533,235.6322,255.8383,0,U,28786,999,7168,0,-.38E-5,0
ANIK F1R,2005-036A,2025-03-10T10:47:36.746304,1.00272368,.0002646,3.1208,82.3627,285.7126,214.8562,0,U,28868,999,4180,0,-.91E-6,0
SYRACUSE 3A,2005-041B,2025-03-10T19:47:38.865696,1.00274353,.0003079,3.4583,81.6166,277.6874,128.1327,0,U,28885,999,7110,0,.114E-5,0
INMARSAT 4-F2,2005-044A,2025-03-10T18:50:40.836768,1.00272934,.0002352,4.5010,43.3118,317.7011,233.8442,0,U,28899,999,7087,0,-.275E-5,0
METEOSAT-9 (MSG-2),2005-049B,2025-03-10T14:56:58.761312,1.00279065,.0000824,8.3027,58.5366,338.5254,41.5285,0,U,28912,999,236,0,.111E-5,0
EUTELSAT 174A,2005-052A,2025-03-10T18:59:18.783168,1.00274477,.0006532,3.0412,82.2700,271.2675,273.9856,0,U,28924,999,4768,0,-.6E-7,0
ECHOSTAR 10,2006-003A,2025-03-10T21:04:24.079008,1.00271512,.0002318,0.0444,299.1421,6.0379,69.4925,0,U,28935,999,6981,0,-.72E-6,0
SPAINSAT,2006-007A,2025-03-10T14:45:45.183456,1.00271374,.0003143,0.0312,228.7838,102.1504,29.0140,0,U,28945,999,6956,0,-.233E-5,0
EUTELSAT HOTBIRD 13E,2006-007B,2025-03-10T19:47:54.879072,1.00272530,.000557,0.8996,92.0913,300.8400,56.7548,0,U,28946,999,6967,0,-.143E-5,0
EKRAN 2 DEB,1977-092K,2025-03-10T18:21:54.349632,1.00115580,.0018812,5.3255,280.4709,335.1503,231.6852,0,U,29014,999,4263,0,.125E-5,0
JCSAT-5A,2006-010A,2025-03-10T20:30:15.698304,1.00270957,.0001422,0.0009,160.1897,237.7059,210.4700,0,U,29045,999,6912,0,-.345E-5,0
ASTRA 1KR,2006-012A,2025-03-10T20:52:38.793216,1.00268921,.0003347,0.0629,290.7859,358.9506,211.3640,0,U,29055,999,4107,0,.102E-5,0
GALAXY 16 (G-16),2006-023A,2025-03-10T14:15:41.628384,1.00271822,.0002747,0.0295,220.8683,128.0268,294.4934,0,U,29236,999,6832,0,-.144E-5,0
EUTELSAT HOTBIRD 13B,2006-032A,2025-03-10T20:04:38.805600,1.00272029,.0004485,0.4621,86.7250,269.3883,146.8445,0,U,29270,999,4266,0,.138E-5,0
JCSAT-3A,2006-033A,2025-03-10T17:48:38.794752,1.00271086,.0002021,0.0505,275.2504,92.5761,195.9559,0,U,29272,999,4309,0,-.363E-5,0
SYRACUSE 3B,2006-033B,2025-03-10T20:28:38.826624,1.00271429,.0005031,1.7096,86.0250,259.8057,133.4014,0,U,29273,999,6803,0,.5E-7,0
KOREASAT 5 (MUGUNGWHA 5),2006-034A,2025-03-10T21:20:38.761728,1.00271129,.0001958,0.5838,89.9364,312.2480,199.8105,0,U,29349,999,3667,0,-.375E-5,0
ZHONGXING-22A,2006-038A,2025-03-10T18:46:18.109920,1.00092962,.0000299,10.6565,41.0317,79.5133,97.9796,0,U,29398,999,6774,0,-.372E-5,0
DIRECTV 9S,2006-043A,2025-03-10T14:15:04.096224,1.00271952,.0003212,1.2214,86.5987,268.1296,286.3194,0,U,29494,999,4673,0,-.13E-5,0
OPTUS D1,2006-043B,2025-03-10T20:40:38.625024,1.00272515,.000371,1.8369,85.4755,266.1110,279.3345,0,U,29495,999,6747,0,-.2E-5,0
BADR-4,2006-051A,2025-03-10T20:52:38.793216,1.00274315,.000773,0.8064,85.6339,261.7572,160.7711,0,U,29526,999,4662,0,.128E-5,0
WILDBLUE-1,2006-054A,2025-03-10T20:48:02.263968,1.00271997,.0002019,1.6043,86.5445,259.4831,23.5442,0,U,29643,999,4914,0,-.65E-6,0
MEASAT-3,2006-056A,2025-03-10T18:49:33.278016,0.99752516,.0005165,3.5324,82.0152,225.1372,283.5217,0,U,29648,999,4576,0,-.345E-5,0
SKYNET 5A,2007-007B,2025-03-10T20:19:45.155424,1.00270412,.000389,4.1165,79.3497,281.4666,208.0535,0,U,30794,999,6605,0,-.287E-5,0
ANIK F3,2007-009A,2025-03-10T14:10:03.837216,1.00269316,.0002306,0.0267,157.0810,189.8069,275.4337,0,U,31102,999,4191,0,-.18E-6,0
ASTRA 1L,2007-016A,2025-03-10T20:52:38.793216,1.00274491,.0004293,0.1309,68.8398,268.4416,164.0256,0,U,31306,999,4034,0,.103E-5,0
GALAXY 17 (G-17),2007-016B,2025-03-10T19:28:16.364064,1.00274056,.0005125,1.7959,85.8588,206.4020,83.5018,0,U,31307,999,6515,0,-.223E-5,0
NIGCOMSAT 1,2007-018A,2025-03-10T11:33:46.630944,1.00329445,.0003812,11.1058,36.4075,100.1404,259.8496,0,U,31395,999,6540,0,.5E-6,0
ZHONGXING-6B,2007-031A,2025-03-10T21:20:38.761728,1.00273466,.0004397,1.2004,87.3626,250.5078,266.3760,0,U,31800,999,6478,0,-.378E-5,0
DIRECTV 10,2007-032A,2025-03-10T14:14:34.069632,1.00272042,.0000529,0.0120,282.8281,76.3971,280.1082,0,U,31862,999,4094,0,-.12E-5,0
OPTUS D2,2007-044A,2025-03-10T18:55:26.082048,1.00272484,.0005931,0.8733,88.0030,242.2904,282.3675,0,U,32252,999,6392,0,-.127E-5,0
INTELSAT 11 (IS-11),2007-044B,2025-03-10T19:40:16.984992,1.00270821,.0003274,2.3559,84.4202,269.4299,66.9223,0,U,32253,999,6384,0,-.285E-5,0
WGS F1 (USA 195),2007-046A,2025-03-10T19:40:24.491424,1.00272244,.0000474,0.0894,89.8983,254.0426,77.3666,0,U,32258,999,4768,0,-.284E-5,0
SKYNET 5B,2007-056B,2025-03-10T19:59:40.486272,1.00274232,.0003997,4.0691,79.0235,275.9308,138.7751,0,U,32294,999,6355,0,.125E-5,0
ASTRA 4A,2007-057A,2025-03-10T20:28:38.826624,1.00272380,.0002962,0.0429,304.5570,32.4391,143.7042,0,U,32299,999,4700,0,.15E-6,0
HORIZONS-2,2007-063B,2025-03-10T19:31:09.012864,1.00273404,.0002168,1.4034,86.4281,266.7279,34.5338,0,U,32388,999,6316,0,-.27E-5,0
THURAYA-3,2008-001A,2025-03-10T20:20:37.699584,1.00271219,.0002392,5.2401,34.2771,308.7588,229.3613,0,U,32404,999,6284,0,-.316E-5,0
EXPRESS-AM33,2008-003A,2025-03-10T18:50:33.330336,1.00263316,.0009591,3.6125,81.0472,169.5893,343.8242,0,U,32478,999,4909,0,-.275E-5,0
THOR 5,2008-006A,2025-03-10T19:52:17.605056,1.00272090,.0002882,0.0306,239.4367,115.4702,111.1169,0,U,32487,999,6267,0,-.27E-6,0
KIZUNA (WINDS),2008-007A,2025-03-10T06:09:32.751648,1.00250810,.0000216,7.4045,67.2783,341.4202,211.3999,0,U,32500,999,6224,0,-.3E-6,0
AMC-14,2008-011A,2025-03-09T01:44:38.884128,1.00274965,.0044469,23.4341,26.1128,355.2141,189.2989,0,U,32708,999,6343,0,.61E-6,0
DIRECTV 11,2008-013A,2025-03-10T14:15:34.121952,1.00270827,.0000372,0.0365,0.6062,314.0602,328.5246,0,U,32729,999,4094,0,-.143E-5,0
ICO G1,2008-016A,2025-03-10T12:20:38.734080,1.00272273,.0002458,5.3207,36.5671,307.8965,276.2699,0,U,32763,999,6189,0,-.186E-5,0
VINASAT-1,2008-018A,2025-03-10T17:48:38.794752,1.00271053,.0002093,0.0490,290.6572,90.1424,186.9291,0,U,32767,999,6194,0,-.346E-5,0
STAR ONE C2,2008-018B,2025-03-10T19:33:46.648800,1.00270748,.0002904,0.0650,64.9257,293.2048,39.0071,0,U,32768,999,6200,0,-.294E-5,0
AMOS-3,2008-022A,2025-03-10T19:51:17.552736,1.00271306,.0003157,0.0341,241.3180,75.6913,145.3902,0,U,32794,999,7768,0,-.53E-6,0
GALAXY 18 (G-18),2008-024A,2025-03-10T14:08:48.772032,1.00272193,.0003039,0.0186,141.7642,205.6511,270.2509,0,U,32951,999,4120,0,.8E-7,0
ZHONGXING-9,2008-028A,2025-03-10T19:56:38.634144,1.00270676,.0004665,0.0179,129.0126,236.9195,194.1482,0,U,33051,999,6139,0,-.265E-5,0
SKYNET 5C,2008-030A,2025-03-10T19:47:24.853344,1.00272205,.0005323,2.5972,82.4788,271.2548,94.0258,0,U,33055,999,6131,0,-.156E-5,0
TURKSAT 3A,2008-030B,2025-03-10T20:04:33.237120,1.00270248,.0004385,0.0468,88.0420,276.1233,147.6668,0,U,33056,999,4771,0,.129E-5,0
COSMOS 2440,2008-033A,2025-03-10T11:38:16.864224,1.00268278,.0004189,9.6919,44.6765,191.0354,177.3008,0,U,33108,999,6114,0,-.62E-6,0
SL-12 R/B(2),2008-033D,2025-03-10T10:01:14.717280,1.00265169,.0030687,9.6702,44.8108,327.7726,36.3820,0,U,33111,999,6116,0,-.251E-5,0
INTELSAT 25 (IS-25),2008-034A,2025-03-10T19:43:32.152224,1.00270196,.0003207,1.5103,86.0893,271.1341,75.8564,0,U,33153,999,6104,0,-.241E-5,0
ECHOSTAR 11,2008-035A,2025-03-10T14:12:33.965856,1.00272663,.0002729,0.0411,270.9875,75.0196,285.6175,0,U,33207,999,4656,0,-.74E-6,0
SUPERBIRD-C2,2008-038A,2025-03-10T15:25:07.715424,1.00270516,.0001439,1.1627,87.2807,254.0688,202.3985,0,U,33274,999,10108,0,-.269E-5,0
AMC-21,2008-038B,2025-03-10T18:40:54.777792,1.00272376,.0003,1.7495,86.2687,261.3342,336.3889,0,U,33275,999,6084,0,.2E-6,0
INMARSAT 4-F3,2008-039A,2025-03-10T12:33:04.694400,1.00270804,.0002784,3.9108,29.3294,328.1261,261.2528,0,U,33278,999,4189,0,-.154E-5,0
NIMIQ 4,2008-044A,2025-03-10T14:20:34.380096,1.00268329,.0002521,0.0325,135.1600,235.1863,291.3316,0,U,33373,999,6033,0,-.237E-5,0
GALAXY 19 (G-19),2008-045A,2025-03-10T14:16:11.654112,1.00270985,.0002858,0.0409,266.8326,88.9537,289.7367,0,U,33376,999,6025,0,-.156E-5,0
ASTRA 1M,2008-057A,2025-03-10T19:58:02.901792,1.00270470,.0001627,0.0746,84.3989,317.5337,85.4755,0,U,33436,999,4109,0,.102E-5,0
EUTELSAT HOTBIRD 13C,2008-065A,2025-03-10T19:48:54.929664,1.00271612,.0005648,1.7552,84.6180,247.6105,121.1874,0,U,33459,999,4270,0,-.117E-5,0
EXPRESS-AM44,2009-007A,2025-03-10T19:49:24.956256,1.00272010,.0004395,2.2684,84.1074,258.5423,112.4098,0,U,33595,999,4764,0,-.105E-5,0
NSS-9,2009-008A,2025-03-10T19:01:56.419104,1.00271189,.0002555,0.0680,71.0727,284.2478,281.9048,0,U,33749,999,5887,0,.54E-6,0
TELSTAR 11N,2009-009A,2025-03-10T11:07:30.274176,1.00270985,.000241,0.0185,144.5429,187.7955,325.3399,0,U,34111,999,5876,0,-.268E-5,0
RADUGA-1 8,2009-010A,2025-03-10T07:34:22.130688,0.99822226,.0011012,11.2023,45.9424,16.4503,155.5110,0,U,34264,999,5854,0,-.267E-5,0
SL-12 R/B(2),2009-010B,2025-03-09T21:13:13.458720,0.99998823,.0002733,11.1965,45.9054,294.7017,68.1334,0,U,34265,999,5855,0,-.233E-5,0
WGS F2 (USA 204),2009-017A,2025-03-10T06:42:38.801664,1.00266038,.0000447,0.0258,142.2388,98.3375,85.7802,0,U,34713,999,4096,0,.51E-6,0
SES-7 (PROTOSTAR 2),2009-027A,2025-03-10T20:23:30.349248,1.00272496,.0001801,0.0336,73.8779,221.0226,287.9783,0,U,34941,999,5798,0,-.363E-5,0
MEASAT-3A,2009-032A,2025-03-10T21:28:38.707680,1.00269913,.0003055,0.0211,132.7318,219.1491,299.0910,0,U,35362,999,338,0,-.128E-5,0
GOES 14,2009-033A,2025-03-10T14:13:03.991584,1.00269102,.0001087,0.4794,89.4899,178.9100,5.2981,0,U,35491,999,194,0,-.86E-6,0
FM-5,2009-034A,2025-03-10T13:45:38.583936,1.00278561,.0002671,0.0361,269.8408,279.5716,99.3174,0,U,35493,999,5732,0,-.219E-5,0
TERRESTAR-1,2009-035A,2025-03-10T14:12:11.447424,1.00269773,.0002716,4.8305,48.4379,299.4378,282.6605,0,U,35496,999,5748,0,-.7E-6,0
ASIASAT 5,2009-042A,2025-03-10T20:21:15.232608,1.00269162,.0001639,0.0224,230.6236,106.3786,237.5407,0,U,35696,999,5706,0,-.324E-5,0
JCSAT-12 (JCSAT-RA),2009-044A,2025-03-09T17:33:38.880864,1.00272589,.0001581,0.0488,270.8573,32.4387,259.7869,0,U,35755,999,5695,0,-.346E-5,0
OPTUS D3,2009-044B,2025-03-10T18:54:11.017728,1.00271794,.0005598,0.6991,85.7994,270.4643,251.9583,0,U,35756,999,5691,0,-.165E-5,0
NIMIQ 5,2009-050A,2025-03-10T14:52:07.517280,1.00270186,.000262,0.0373,264.0793,80.6904,334.0527,0,U,35873,999,5669,0,-.274E-5,0
AMAZONAS 2,2009-054A,2025-03-10T12:04:38.601984,1.00270602,.0003355,0.6126,90.0906,255.7268,302.9501,0,U,35942,999,5653,0,-.3E-5,0
COMSATBW-1,2009-054B,2025-03-10T18:38:38.574240,1.00270260,.0002784,0.0312,103.6810,246.9704,160.6714,0,U,35943,999,5665,0,.7E-7,0
NSS-12,2009-058A,2025-03-10T19:38:38.662656,1.00273071,.0003531,0.0528,302.0912,36.5168,181.7574,0,U,36032,999,5627,0,.54E-6,0
THOR 6,2009-058B,2025-03-10T19:52:17.605056,1.00271130,.0002031,0.0113,161.5745,205.6017,98.7571,0,U,36033,999,5636,0,-.27E-6,0
INTELSAT 14 (IS-14),2009-064A,2025-03-10T19:39:39.451968,1.00271723,.0002597,0.0296,86.1886,272.2396,60.2043,0,U,36097,999,5595,0,-.291E-5,0
EUTELSAT 36B,2009-065A,2025-03-10T20:12:38.729952,1.00271171,.0006663,0.0765,31.0008,324.5137,166.8593,0,U,36101,999,5606,0,.95E-6,0
INTELSAT 15 (IS-15),2009-067A,2025-03-10T19:30:38.723616,1.00268819,.0002493,0.0280,145.2793,215.6468,185.6113,0,U,36106,999,3658,0,-.202E-5,0
WGS F3 (USA 211),2009-068A,2025-03-06T07:49:37.322688,1.00257551,.0001796,0.1521,88.1817,103.5572,269.6831,0,U,36108,999,4191,0,.39E-6,0
DIRECTV 12,2009-075A,2025-03-10T14:14:34.069632,1.00271685,.0000454,0.0100,64.0646,295.2892,280.0635,0,U,36131,999,4190,0,-.121E-5,0
BEIDOU-2 G1,2010-001A,2025-03-10T16:27:38.660832,1.00274443,.0005047,3.2142,60.3886,285.7722,209.7752,0,U,36287,999,5552,0,-.295E-5,0
SDO,2010-005A,2025-03-09T02:14:37.517856,1.00275098,.0000938,33.6749,93.4598,196.3582,169.0356,0,U,36395,999,5540,0,-.82E-6,0
INTELSAT 16 (IS-16),2010-006A,2025-03-10T19:30:46.494432,1.00268155,.0001976,0.0222,147.1034,210.5763,27.5435,0,U,36397,999,5500,0,-.261E-5,0
EWS-G2 (GOES 15),2010-008A,2025-03-10T18:39:32.162112,1.00270982,.0003908,0.0802,92.4191,188.9279,228.4957,0,U,36411,999,5499,0,.21E-6,0
ECHOSTAR 14,2010-010A,2025-03-10T14:09:56.330784,1.00270135,.0001877,0.0238,168.6743,183.6423,269.7799,0,U,36499,999,4190,0,-.17E-6,0
SES-1,2010-016A,2025-03-10T14:15:04.096224,1.00271661,.0002619,0.0502,296.8833,48.6741,295.6934,0,U,36516,999,5438,0,-.132E-5,0
ASTRA 3B,2010-021A,2025-03-10T20:52:38.793216,1.00274902,.0003008,0.2678,90.9560,280.7237,133.7709,0,U,36581,999,5422,0,.12E-5,0
COMSATBW-2,2010-021B,2025-03-10T20:20:38.676768,1.00270432,.000165,0.0432,100.1112,238.9390,147.9755,0,U,36582,999,5431,0,.7E-6,0
BEIDOU-2 G3,2010-024A,2025-03-10T20:15:18.792864,1.00272630,.0008434,3.4216,62.3310,322.0645,167.7795,0,U,36590,999,5413,0,-.15E-5,0
BADR-5,2010-025A,2025-03-10T20:52:38.793216,1.00269700,.000137,0.0385,127.8426,254.5920,125.4778,0,U,36592,999,4857,0,.127E-5,0
COMS 1,2010-032A,2025-03-10T20:29:08.140416,1.00272186,.0001019,3.6165,81.3665,267.5732,255.2482,0,U,36744,999,4644,0,-.36E-5,0
ARABSAT-5A,2010-032B,2025-03-10T19:39:38.423808,1.00273233,.0004132,0.0732,56.3853,314.9630,122.7622,0,U,36745,999,5400,0,.136E-5,0
ECHOSTAR 15,2010-034A,2025-03-10T19:34:54.206688,1.00273440,.0002605,0.0405,276.5657,41.2105,83.0027,0,U,36792,999,5367,0,-.299E-5,0
BEIDOU-2 IGSO-1,2010-036A,2025-03-09T16:35:38.867712,1.00253824,.0045438,54.2675,167.1633,210.4664,143.9236,0,U,36828,999,5343,0,-.166E-5,0
NILESAT 201,2010-037A,2025-03-10T08:08:38.687424,1.00272087,.0002633,0.0176,161.6128,181.4011,300.3428,0,U,36830,999,5371,0,-.76E-6,0
RASCOM-QAF 1R,2010-037B,2025-03-10T19:53:17.655648,1.00272787,.0005945,0.0455,106.5715,236.9982,126.3694,0,U,36831,999,5365,0,.1E-7,0
AEHF-1 (USA 214),2010-039A,2025-03-10T14:36:41.611680,1.00267563,.0004147,7.0566,73.9755,281.5249,62.1692,0,U,36868,999,5378,0,.135E-5,0
ZHONGXING-6A,2010-042A,2025-03-10T19:30:16.467840,0.99696243,.0004093,3.0262,83.0800,248.4099,52.0635,0,U,37150,999,5325,0,-.185E-5,0
XM-5,2010-053A,2025-03-10T08:48:38.664288,1.00274782,.0001421,0.0259,256.3856,305.2004,343.6447,0,U,37185,999,5283,0,-.41E-6,0
BSAT-3B,2010-056B,2025-03-10T19:57:21.638880,1.00271055,.0001751,0.0745,252.5592,34.8399,290.5005,0,U,37207,999,4745,0,-.368E-5,0
BEIDOU-2 G4,2010-057A,2025-03-10T18:55:26.082048,1.00271988,.0007487,2.4970,70.4410,206.3413,335.7727,0,U,37210,999,5264,0,-.128E-5,0
SKYTERRA 1,2010-061A,2025-03-10T14:14:56.588928,1.00279224,.0001838,4.1500,50.1898,300.6488,290.1044,0,U,37218,999,5254,0,-.134E-5,0
