OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
IRNSS-1F,2016-015A,2025-03-10T19:39:38.423808,1.00268672,.0020134,4.1991,108.9211,188.5989,198.5963,0,U,41384,999,3302,0,.142E-5,0
IRNSS-1G,2016-027A,2025-03-10T20:29:30.658848,1.00277101,.0006188,4.0628,109.8850,311.8133,183.8934,0,U,41469,999,3253,0,-.351E-5,0
JCSAT-2B,2016-028A,2025-03-10T20:40:38.625024,1.00270597,.0001098,0.0183,148.6965,193.7109,290.5004,0,U,41471,999,3247,0,-.183E-5,0
THAICOM 8,2016-031A,2025-03-10T16:38:38.601312,1.00271865,.0004455,0.0793,48.0950,307.7738,140.8915,0,U,41552,999,3207,0,-.139E-5,0
INTELSAT 31 (IS-31),2016-035A,2025-03-04T14:27:24.425856,1.00269923,.000243,0.0097,159.5833,58.6868,66.1041,0,U,41581,999,3197,0,-.155E-5,0
BEIDOU-2 G7,2016-037A,2025-03-10T20:24:07.881408,1.00270257,.0010569,1.5252,67.4899,332.7522,185.0910,0,U,41586,999,224,0,-.37E-5,0
ABS-2A (MONGOLSAT-1),2016-038A,2025-03-10T20:36:38.655936,1.00268751,.0001973,0.0216,140.0447,153.1210,259.4871,0,U,41588,999,3206,0,-.101E-5,0
EUTELSAT 117 WEST B,2016-038B,2025-03-10T14:10:33.862944,1.00269093,.0000301,0.0394,9.6237,84.8355,169.6721,0,U,41589,999,3201,0,-.29E-6,0
BRISAT,2016-039A,2025-03-10T20:40:38.625024,1.00269274,.0002215,0.0202,165.7241,179.0632,284.6398,0,U,41591,999,3196,0,-.214E-5,0
ECHOSTAR 18,2016-039B,2025-03-10T12:04:38.601984,1.00265257,.0001432,0.0277,151.5535,182.6812,313.9946,0,U,41592,999,3197,0,-.299E-5,0
TIANTONG-1 1,2016-048A,2025-03-10T20:21:30.246336,1.00271683,.0006836,3.0202,36.7767,323.7657,214.9652,0,U,41725,999,3162,0,-.333E-5,0
JCSAT-16,2016-050A,2025-03-10T18:50:48.343200,1.00270749,.0001561,0.0186,146.0230,276.6519,172.6454,0,U,41729,999,3142,0,-.269E-5,0
USA 271,2016-052B,2025-03-07T23:46:15.242016,1.00194132,.0003039,2.9744,83.1539,281.1898,255.8099,0,U,41745,999,2324,0,-.29E-5,0
INTELSAT 36 (IS-36),2016-053A,2025-03-10T15:03:29.096640,1.00269323,.0001211,0.0188,134.8834,180.9469,147.0817,0,U,41747,999,3130,0,-.42E-6,0
INTELSAT 33E (IS-33E),2016-053B,2025-03-10T19:57:21.638880,1.00346593,.0023442,0.3745,94.0990,176.5677,309.2435,0,U,41748,999,3160,0,-.377E-5,0
INSAT-3DR,2016-054A,2025-03-10T20:36:38.655936,1.00271571,.0012627,0.0380,102.0077,179.3658,270.5323,0,U,41752,999,3117,0,-.94E-6,0
GSAT-18,2016-060A,2025-03-10T20:13:41.209248,1.00271806,.000184,0.0239,239.3945,13.7206,293.0286,0,U,41793,999,3088,0,-.94E-6,0
SKY MUSTER 2 (NBN1B),2016-060B,2025-03-10T20:40:38.625024,1.00270372,.0001423,0.0125,221.6827,114.5269,287.4948,0,U,41794,999,3087,0,-.262E-5,0
HIMAWARI-9,2016-064A,2025-03-10T18:49:55.798176,1.00270373,.0001134,0.0230,133.2637,220.0777,238.5633,0,U,41836,999,3056,0,-.293E-5,0
SHIJIAN-17 (SJ-17),2016-065A,2025-03-10T19:01:41.406240,1.00270011,.0005832,4.5709,78.2071,254.4548,303.4384,0,U,41838,999,3056,0,.48E-6,0
GOES 16,2016-071A,2025-03-10T14:22:26.976576,1.00268925,.0001865,0.0904,286.8510,72.5381,309.4487,0,U,41866,999,3045,0,-.265E-5,0
TIANLIAN 1-04,2016-072A,2025-03-10T19:00:18.834624,1.00269903,.0032031,0.3046,88.6219,77.8120,104.1067,0,U,41869,999,3066,0,.13E-6,0
WGS F8 (USA 272),2016-075A,2025-03-10T09:12:38.428704,1.00270874,.0000338,0.0168,144.1494,210.4342,101.6601,0,U,41879,999,3016,0,-.221E-5,0
FENGYUN 4A,2016-077A,2025-03-08T19:12:51.528096,1.00660049,.0004787,1.1339,85.1667,173.2627,349.1682,0,U,41882,999,3026,0,-.113E-5,0
ECHOSTAR 19,2016-079A,2025-03-10T14:16:11.654112,1.00271255,.0001347,0.0186,138.4045,202.2955,304.7232,0,U,41893,999,3005,0,-.156E-5,0
JCSAT-110A (JCSAT-15),2016-082A,2025-03-10T15:15:22.211136,1.00270367,.0000829,0.0157,138.4824,206.2932,162.6586,0,U,41903,999,3011,0,-.368E-5,0
STAR ONE D1,2016-082B,2025-03-10T19:28:16.364064,1.00267333,.0001724,0.0280,132.5072,216.7694,27.5447,0,U,41904,999,3012,0,-.228E-5,0
TJS-2,2017-001A,2025-03-10T20:11:33.599040,1.00271182,.0001692,0.3701,269.2953,100.2505,168.5649,0,U,41911,999,3007,0,-.24E-6,0
SBIRS GEO-4 (USA 273),2017-004A,2025-03-10T19:09:00.369216,0.99990164,.0002546,1.5322,20.9763,310.9987,331.8393,0,U,41937,999,2995,0,.109E-5,0
HISPASAT 36W-1,2017-006A,2025-03-10T07:35:38.867712,1.00271143,.0000934,0.0171,346.7743,357.9539,261.3953,0,U,41942,999,2956,0,-.262E-5,0
TELKOM 3S,2017-007A,2025-03-10T15:03:38.805408,1.00268687,.0002403,0.0280,148.7820,195.6087,168.0721,0,U,41944,999,2949,0,-.38E-5,0
INTELSAT 32E (IS-32E),2017-007B,2025-03-10T19:40:09.477696,1.00270413,.0000778,0.0129,124.0463,235.8873,60.6375,0,U,41945,999,2957,0,-.286E-5,0
ECHOSTAR 23,2017-014A,2025-03-10T14:12:33.965856,1.00269825,.0001926,0.0275,148.1114,202.9554,280.6899,0,U,42070,999,2927,0,-.74E-6,0
WGS F9 (USA 275),2017-016A,2025-03-10T19:49:02.436960,1.00270552,.0001092,0.0235,155.1835,160.4225,138.3996,0,U,42075,999,2924,0,-.114E-5,0
SES-10,2017-017A,2025-03-10T12:04:38.601984,1.00267874,.0002497,0.0215,125.6612,226.3147,290.7149,0,U,42432,999,2909,0,-.29E-5,0
CHINASAT 16 (SJ-13),2017-018A,2025-03-10T11:49:47.457696,1.00269617,.000566,0.0220,105.7461,157.2036,193.3796,0,U,42662,999,2908,0,-.37E-5,0
KOREASAT 7,2017-023A,2025-03-10T21:20:38.761728,1.00271218,.0001325,0.0331,49.3534,310.9517,244.5379,0,U,42691,999,2872,0,-.379E-5,0
SGDC,2017-023B,2025-03-09T17:48:41.048928,1.00272160,.0002997,0.0171,95.3715,263.7005,0.8932,0,U,42692,999,2875,0,-.267E-5,0
GSAT-9,2017-024A,2025-03-10T19:56:38.634144,1.00274549,.0002558,0.0619,269.6646,87.6242,207.9137,0,U,42695,999,2866,0,-.304E-5,0
INMARSAT 5-F4,2017-025A,2025-03-10T19:11:38.620320,1.00272924,.00005,0.0206,126.5388,221.7458,164.8063,0,U,42698,999,2863,0,.57E-6,0
SES-15,2017-026A,2025-03-10T07:15:38.833920,1.00278220,.000105,0.0347,66.0703,258.6009,183.2738,0,U,42709,999,279,0,.42E-6,0
VIASAT-2,2017-029A,2025-03-10T19:32:31.583616,1.00268963,.0000194,0.0253,167.2776,136.6005,88.0670,0,U,42740,999,2855,0,-.282E-5,0
EUTELSAT 172B,2017-029B,2025-03-10T18:58:48.756576,1.00270787,.000026,0.0103,169.7745,53.1076,42.4980,0,U,42741,999,2908,0,-.24E-6,0
GSAT-19,2017-031A,2025-03-10T20:12:38.729952,1.00270802,.0005269,0.0453,259.6372,124.2693,135.8503,0,U,42747,999,2849,0,.108E-5,0
ECHOSTAR 21,2017-032A,2025-03-10T20:20:38.676768,1.00274256,.0002662,2.1165,329.1858,10.4760,144.4998,0,U,42749,999,2845,0,.49E-6,0
ZHONGXING-9A,2017-035A,2025-03-10T19:59:02.953248,0.99787173,.0005771,3.7908,80.9959,276.9401,133.3021,0,U,42763,999,2903,0,.52E-6,0
BULGARIASAT-1,2017-038A,2025-03-10T19:53:02.642784,1.00271510,.000268,0.0248,235.6379,120.6803,112.5626,0,U,42801,999,2819,0,-.6E-7,0
HELLAS-SAT 3,2017-040A,2025-03-10T19:19:38.566272,1.00271037,.0005007,0.0737,48.5359,312.1835,136.8501,0,U,42814,999,2816,0,.135E-5,0
GSAT-17,2017-040B,2025-03-10T19:56:38.634144,1.00271754,.000449,0.0229,247.0526,39.6933,274.6288,0,U,42815,999,2814,0,-.275E-5,0
INTELSAT 35E (IS-35E),2017-041A,2025-03-10T19:42:39.607200,1.00272788,.0002275,0.0196,181.0270,154.9788,93.8758,0,U,42818,999,2816,0,-.255E-5,0
COSMOS 2520,2017-046A,2025-03-10T06:22:33.424032,1.00274524,.0001103,0.0305,106.9687,354.8115,207.0347,0,U,42907,999,2774,0,.119E-5,0
TDRS 13,2017-047A,2025-03-10T19:49:17.449824,1.00271491,.0011892,3.4804,350.8652,103.0904,0.5887,0,U,42915,999,2770,0,-.115E-5,0
QZS-3 (MICHIBIKI-3),2017-048A,2025-03-10T20:28:45.621120,1.00270796,.000253,0.0592,152.0599,198.9531,251.9469,0,U,42917,999,2761,0,-.366E-5,0
AMAZONAS 5,2017-053A,2025-03-09T11:00:43.592832,1.00271249,.0005269,0.0470,324.9168,9.0999,297.5024,0,U,42934,999,2738,0,-.3E-5,0
ASIASAT 9,2017-057A,2025-03-10T11:53:10.132224,1.00265237,.0002327,0.0333,135.8442,212.3701,120.6470,0,U,42942,999,2721,0,-.378E-5,0
INTELSAT 37E (IS-37E),2017-059A,2025-03-10T11:24:38.776320,1.00270559,.0002213,0.0257,160.1551,192.3229,329.0669,0,U,42950,999,2741,0,-.158E-5,0
BSAT-4A,2017-059B,2025-03-09T17:41:38.813856,1.00269049,.0004103,0.0484,346.0611,35.5401,161.2718,0,U,42951,999,2729,0,-.367E-5,0
SES-11 (ECHOSTAR 105),2017-063A,2025-03-10T21:38:22.939296,1.00271574,.0003144,0.0413,303.1181,35.8945,49.4150,0,U,42967,999,2716,0,-.106E-5,0
KOREASAT 5A,2017-067A,2025-03-10T21:20:38.761728,1.00268627,.0001365,0.0224,137.8697,214.0528,250.1983,0,U,42984,999,2688,0,-.376E-5,0
ALCOMSAT 1,2017-078A,2025-03-10T19:45:24.748704,1.00270608,.0002005,0.0281,212.1746,110.5555,117.5427,0,U,43039,999,2664,0,-.203E-5,0
SBIRS GEO-3 (USA 282),2018-009A,2025-03-10T19:07:00.266304,1.00272353,.0002474,2.1338,347.8705,351.9241,316.2313,0,U,43162,999,2619,0,.112E-5,0
AL YAH 3,2018-012A,2025-03-10T19:46:47.320320,1.00271673,.0004561,0.3516,89.3056,266.8230,89.1811,0,U,43174,999,2619,0,-.173E-5,0
SES-14,2018-012B,2025-03-10T19:38:54.414240,1.00268117,.0001122,0.0203,125.4864,212.5210,77.9606,0,U,43175,999,237,0,-.296E-5,0
GOES 17,2018-022A,2025-03-10T12:31:19.602624,1.00272565,.0001257,0.0503,316.3480,117.6073,177.8799,0,U,43226,999,2577,0,-.11E-5,0
HISPASAT 30W-6,2018-023A,2025-03-10T19:43:54.672384,1.00270750,.0005398,0.0488,41.0755,325.5084,68.0701,0,U,43228,999,2575,0,-.234E-5,0
SUPERBIRD-B3,2018-033A,2025-03-10T14:21:38.679840,1.00271531,.0000988,0.0137,176.5279,185.2640,184.0909,0,U,43271,999,2541,0,-.11E-5,0
HYLAS 4,2018-033B,2025-03-10T19:42:54.620064,1.00271657,.0001089,0.0652,271.4308,78.6604,80.8287,0,U,43272,999,2542,0,-.251E-5,0
USA 283,2018-036A,2025-03-09T12:56:38.843808,1.00271512,.0000094,0.0202,131.3600,178.3207,186.0331,0,U,43339,999,274,0,-.335E-5,0
COSMOS 2526,2018-037A,2025-03-10T17:44:13.388640,1.00269971,.0000766,0.0239,123.7034,335.3672,103.6786,0,U,43432,999,2532,0,-.362E-5,0
APSTAR-6C,2018-041A,2025-03-10T18:21:14.997024,1.00270861,.0002773,0.0536,318.1880,6.6446,253.1339,0,U,43450,999,2516,0,-.336E-5,0
BANGABANDHUSAT-1,2018-044A,2025-03-10T21:20:38.761728,1.00270436,.0002547,0.0106,142.8947,210.0963,255.0364,0,U,43463,999,2508,0,-.38E-5,0
SES-12,2018-049A,2025-03-10T19:56:38.634144,1.00270770,.0002244,0.0272,68.5445,230.2684,264.0593,0,U,43488,999,2477,0,-.287E-5,0
FENGYUN 2H,2018-050A,2025-03-10T20:15:03.780000,1.00275830,.0000993,1.8354,84.5164,181.7369,285.2759,0,U,43491,999,2479,0,-.144E-5,0
TELSTAR 19V,2018-059A,2025-03-10T19:34:31.687392,1.00270124,.0000604,0.0201,167.4040,256.3978,335.5579,0,U,43562,999,2449,0,-.297E-5,0
TELKOM 4 (MERAH PUTIH),2018-064A,2025-03-10T20:23:22.842816,1.00271271,.0002073,0.0193,144.1984,238.9787,199.4053,0,U,43587,999,2423,0,-.362E-5,0
TELSTAR 18V,2018-069A,2025-03-10T18:49:03.253152,1.00270224,.0001751,0.0173,237.6324,111.5331,239.7554,0,U,43611,999,2398,0,-.312E-5,0
AZERSPACE 2 (IS-38),2018-074A,2025-03-10T14:56:51.254880,1.00269522,.0001565,0.0246,158.7923,183.4321,95.6370,0,U,43632,999,2379,0,.119E-5,0
HORIZONS-3E,2018-074B,2025-03-10T18:57:56.212416,1.00272420,.0001089,0.0359,316.7504,343.4476,321.9406,0,U,43633,999,2369,0,-.48E-6,0
BEIDOU-3 G1,2018-085A,2025-03-10T18:49:40.785312,1.00270289,.0002808,2.8577,100.7162,353.5929,136.8116,0,U,43683,999,2341,0,-.295E-5,0
GSAT-29,2018-089A,2025-03-10T19:11:38.620320,1.00273719,.0001868,0.0411,265.1587,64.3482,182.1191,0,U,43698,999,2315,0,.67E-6,0
ES'HAIL 2,2018-090A,2025-03-10T20:52:38.793216,1.00271211,.0001435,0.0280,153.4165,221.8964,132.4163,0,U,43700,999,2303,0,.127E-5,0
GEO-KOMPSAT-2A,2018-100A,2025-03-10T20:29:08.140416,1.00270104,.0001445,0.0382,40.6464,3.9184,199.7146,0,U,43823,999,2298,0,-.362E-5,0
GSAT-11,2018-100B,2025-03-10T20:36:38.655936,1.00272589,.0003974,0.0781,268.2417,134.4930,149.2062,0,U,43824,999,2283,0,-.95E-6,0
GSAT-7A,2018-105A,2025-03-10T18:38:38.574240,1.00269293,.000201,0.0617,268.9054,74.0947,168.1322,0,U,43864,999,2280,0,.9E-7,0
COSMOS 2533,2018-107A,2025-03-10T16:08:55.148064,1.00270649,.0000549,0.0185,115.2712,332.9540,32.5539,0,U,43867,999,2279,0,-.56E-6,0
TJS-3,2018-110A,2025-03-10T20:40:38.625024,1.00274220,.0001654,1.3461,86.0798,28.9656,152.3476,0,U,43874,999,2277,0,-.231E-5,0
ZHONGXING-2D,2019-001A,2025-03-10T14:32:38.564160,1.00268228,.0001197,0.0065,276.0012,261.6718,338.9332,0,U,43920,999,4943,0,-.355E-5,0
HELLAS-SAT 4 & SGS-1,2019-007A,2025-03-10T20:12:38.525184,1.00269932,.0002926,0.0704,123.8325,25.3052,1.7534,0,U,44034,999,2271,0,.135E-5,0
GSAT-31,2019-007B,2025-03-10T20:12:38.729952,1.00271439,.0004708,0.0730,266.1807,39.4601,214.1304,0,U,44035,999,2232,0,.108E-5,0
NUSANTARA SATU,2019-009A,2025-03-10T20:40:38.625024,1.00271425,.00015,0.0267,134.9837,321.3801,168.5490,0,U,44048,999,2212,0,-.252E-5,0
ZHONGXING-6C,2019-012A,2025-03-10T20:29:45.671712,1.00267167,.0004331,0.0893,83.0432,277.8585,245.8553,0,U,44067,999,2209,0,-.353E-5,0
WGS 10 (USA 291),2019-014A,2025-03-10T04:44:05.839584,1.00268373,.0000156,0.0079,138.4753,182.0956,338.8524,0,U,44071,999,2197,0,.29E-6,0
TIANLIAN 2-01,2019-017A,2025-03-10T20:36:38.655936,1.00271839,.0003868,0.3817,91.6313,244.7348,218.5667,0,U,44076,999,2200,0,-.124E-5,0
ARABSAT-6A,2019-021A,2025-03-10T06:18:25.710912,1.00269747,.0002964,0.0531,345.1930,341.1552,326.8412,0,U,44186,999,2150,0,.135E-5,0
BEIDOU-3 IGSO-1,2019-023A,2025-03-10T19:46:33.880800,1.00274848,.002229,58.0397,42.4367,228.1576,314.3979,0,U,44204,999,256,0,-.2E-5,0
BEIDOU-2 G8,2019-027A,2025-03-10T17:24:38.904192,1.00267804,.0005839,1.4426,74.5748,251.1420,248.4611,0,U,44231,999,2143,0,-.266E-5,0
YAMAL 601,2019-031A,2025-03-10T20:12:38.729952,1.00271432,.000275,0.0118,141.0897,205.6043,174.1847,0,U,44307,999,2127,0,.103E-5,0
AT&T T-16,2019-034A,2025-03-10T14:15:11.601792,1.00269032,.0000962,0.0168,109.3856,59.7656,112.2704,0,U,44333,999,2098,0,-.132E-5,0
EUTELSAT 7C,2019-034B,2025-03-10T20:28:38.826624,1.00271078,.0003394,0.0674,185.5131,150.2405,147.1484,0,U,44334,999,219,0,.31E-6,0
BEIDOU-3 IGSO-2,2019-035A,2025-03-05T20:25:27.988896,1.00257794,.0036515,55.1994,162.9742,201.4116,222.6079,0,U,44337,999,2097,0,-.152E-5,0
COSMOS 2539,2019-048A,2025-03-10T07:26:38.624064,1.00270017,.0000589,0.0162,119.7067,185.8450,346.3013,0,U,44457,999,2057,0,.63E-6,0
EDRS-C,2019-049A,2025-03-10T10:41:45.765312,1.00270343,.0000835,0.0789,251.0414,109.2088,359.7153,0,U,44475,999,2055,0,.137E-5,0
INTELSAT 39 (IS-39),2019-049B,2025-03-10T18:38:38.574240,1.00269832,.0000624,0.0272,153.9120,337.1547,19.2284,0,U,44476,999,2048,0,.16E-6,0
AMOS-17,2019-050A,2025-03-10T14:48:50.840640,1.00271780,.0001923,0.0011,110.8819,242.9758,53.8577,0,U,44479,999,2053,0,.91E-6,0
COSMOS 1897 DEB,1987-096G,2025-03-09T00:51:36.336672,1.00457017,.0016268,11.5176,329.4016,293.6220,243.4357,0,U,44572,999,6631,0,-.235E-5,0
LUCH DEB,1994-082G,2025-03-03T09:02:45.337632,1.00700421,.0017799,14.6454,357.7048,83.6350,100.4773,0,U,44582,999,4150,0,-.113E-5,0
EUTELSAT 5 WEST B,2019-067A,2025-03-10T19:51:02.539872,1.00273066,.0003121,0.0867,319.5289,32.0114,109.9421,0,U,44624,999,1979,0,-.59E-6,0
MEV-1,2019-067B,2025-03-10T19:44:39.710976,1.00271027,.0002386,0.0511,109.6080,253.7266,74.0556,0,U,44625,999,1968,0,-.219E-5,0
TJS-4,2019-070A,2025-03-10T09:59:14.614368,1.00271572,.0009811,0.0966,285.2494,78.9910,37.3631,0,U,44637,999,1981,0,-.187E-5,0
BEIDOU-3 IGSO-3,2019-073A,2025-03-09T23:51:04.364928,1.00275766,.0041789,55.5942,285.8950,181.8885,178.1502,0,U,44709,999,1980,0,-.145E-5,0
TIBA-1,2019-080A,2025-03-10T20:02:40.640640,1.00270963,.0002325,0.0540,357.0332,344.8065,163.0412,0,U,44800,999,1941,0,.138E-5,0
INMARSAT GX5,2019-080B,2025-03-10T20:20:38.676768,1.00272817,.0002504,0.0168,45.2648,314.0372,125.6133,0,U,44801,999,214,0,.57E-6,0
JCSAT-18 (KACIFIC 1),2019-091A,2025-03-10T12:27:38.531808,1.00270626,.0000458,0.0430,319.6609,332.3537,213.2904,0,U,44868,999,1936,0,-.219E-5,0
ELEKTRO-L 3,2019-095A,2025-03-10T20:36:38.655936,1.00272070,.0001709,0.0602,85.2932,243.8169,224.7870,0,U,44903,999,1906,0,-.114E-5,0
SHIJIAN-20 (SJ-20),2019-097A,2025-03-10T20:22:51.439008,1.00272937,.000476,3.7286,80.7220,231.1725,235.5839,0,U,44910,999,1905,0,-.84E-6,0
TJS-5,2020-002A,2025-03-10T20:23:15.336384,1.00269600,.0003393,0.3732,268.7400,312.0803,1.2350,0,U,44978,999,1905,0,-.36E-5,0
GSAT-30,2020-005A,2025-03-10T20:36:38.655936,1.00270028,.0001164,0.0246,243.1023,198.6709,119.1166,0,U,45026,999,1886,0,-.182E-5,0
EUTELSAT KONNECT,2020-005B,2025-03-10T20:28:26.827392,1.00271088,.000117,0.0621,93.9049,184.8759,204.2678,0,U,45027,999,1968,0,.32E-6,0
JCSAT-17,2020-013A,2025-03-10T16:27:38.660832,1.00270704,.0004474,5.4705,352.3411,346.9958,212.1132,0,U,45245,999,1858,0,-.33E-5,0
GEO-KOMPSAT-2B,2020-013B,2025-03-10T20:29:08.140416,1.00270421,.0001825,0.0470,323.2008,353.3178,287.7596,0,U,45246,999,1863,0,-.362E-5,0
BEIDOU-3 G2,2020-017A,2025-03-10T20:15:26.300160,1.00272161,.0003144,2.7060,38.1733,304.2596,210.2096,0,U,45344,999,1861,0,-.157E-5,0
BEIDOU-3 G3,2020-040A,2025-03-10T20:24:07.881408,1.00271170,.000329,1.3319,61.2889,314.9817,209.0690,0,U,45807,999,1742,0,-.37E-5,0
APSTAR-6D,2020-045A,2025-03-10T18:21:14.999616,1.00270805,.0002931,0.0414,100.7976,351.8600,125.3114,0,U,45863,999,1721,0,-.336E-5,0
KOREASAT 116,2020-048A,2025-03-10T21:20:38.761728,1.00269870,.0000738,0.0379,277.9315,59.2614,267.9448,0,U,45920,999,1699,0,-.38E-5,0
EXPRESS 103,2020-053A,2025-03-10T19:56:38.634144,1.00271334,.0000317,0.0151,232.4338,32.9790,298.9594,0,U,45985,999,1700,0,-.298E-5,0
EXPRESS 80,2020-053B,2025-03-10T07:27:00.274176,1.00272424,.0000887,0.0239,235.6175,343.7690,140.5727,0,U,45986,999,1698,0,-.154E-5,0
BSAT-4B,2020-056A,2025-03-10T17:29:19.764672,1.00269563,.0001319,0.0237,171.9949,265.0530,103.7238,0,U,46112,999,1674,0,-.368E-5,0
MEV-2,2020-056B,2025-03-10T20:28:38.826624,1.00272133,.000084,0.0211,247.2561,86.0416,141.6221,0,U,46113,999,1753,0,-.28E-6,0
GALAXY 30 (G-30),2020-056C,2025-03-10T14:08:11.239872,1.00271350,.0001938,0.0187,139.6395,215.1085,260.7802,0,U,46114,999,1664,0,.2E-6,0
GAOFEN-13 01,2020-071A,2025-03-10T20:45:38.744064,1.00274004,.001774,0.3512,84.5604,123.8926,29.7567,0,U,46610,999,1627,0,-.38E-5,0
TIANTONG-1 2,2020-082A,2025-03-10T20:28:15.595392,1.00272332,.0003139,1.7124,296.8348,44.2402,259.6932,0,U,46916,999,1600,0,-.374E-5,0
LUCAS (JDRS-1),2020-089A,2025-03-10T19:56:38.634144,1.00271068,.0003169,0.0154,101.3096,240.7586,216.5829,0,U,47202,999,1577,0,-.253E-5,0
SXM-7,2020-096A,2025-03-10T12:36:49.888224,1.00271630,.0004453,0.0155,129.6153,10.0017,132.8079,0,U,47240,999,280,0,-.222E-5,0
CMS-01,2020-099A,2025-03-10T20:36:38.655936,1.00271912,.0007134,0.0151,139.3159,147.8078,273.7932,0,U,47256,999,1555,0,-.182E-5,0
TURKSAT 5A,2021-001A,2025-03-10T19:39:38.423808,1.00272096,.0000188,0.0243,101.8054,187.7180,205.0003,0,U,47306,999,1532,0,.137E-5,0
TIANTONG-1 3,2021-003A,2025-03-10T19:30:38.723616,1.00271325,.0004875,2.3723,318.2622,7.9294,216.6308,0,U,47321,999,1531,0,-.172E-5,0
TJS-6,2021-010A,2025-03-10T19:00:41.353920,1.00274899,.000139,0.2405,93.1719,184.5815,354.6047,0,U,47613,999,1516,0,.26E-6,0
SHIYAN 9 (SY-9),2021-019A,2025-03-10T10:14:38.010048,1.00261871,.0015378,17.5333,308.4068,19.6232,140.0133,0,U,47851,999,1948,0,-.247E-5,0
SBIRS GEO-5 (USA 315),2021-042A,2025-03-10T19:58:32.926656,1.00272429,.0002516,5.7401,326.4249,8.8994,153.9153,0,U,48618,999,1411,0,.101E-5,0
FENGYUN 4B,2021-047A,2025-03-10T15:13:52.133088,1.00267950,.0012423,0.2112,84.5243,5.8491,51.1618,0,U,48808,999,1392,0,-.347E-5,0
SXM-8,2021-049A,2025-03-09T13:00:14.809248,1.00318157,.0007231,0.0195,63.1358,312.8896,261.3728,0,U,48838,999,1393,0,-.228E-5,0
TIANLIAN 1-05,2021-063A,2025-03-10T20:20:38.676768,1.00272013,.000378,0.3994,79.8786,232.9007,177.8868,0,U,49011,999,1343,0,.91E-6,0
STAR ONE D2,2021-069A,2025-03-10T13:29:38.451840,1.00267904,.0000745,0.0268,150.2259,203.0015,307.5906,0,U,49055,999,1328,0,-.282E-5,0
EUTELSAT QUANTUM,2021-069B,2025-03-10T20:12:38.729952,1.00273821,.0002385,0.0501,297.1243,42.8923,179.5777,0,U,49056,999,1328,0,.108E-5,0
ZHONGXING-2E,2021-071A,2025-03-10T19:56:26.634048,1.00269593,.0000429,0.0200,90.0368,324.8554,150.9836,0,U,49062,999,1339,0,-.309E-5,0
TJS-7,2021-077A,2025-03-10T14:15:34.121952,1.00270471,.0000926,0.1637,90.6751,175.3836,16.8093,0,U,49115,999,491,0,-.141E-5,0
CHINASAT 9B,2021-080A,2025-03-10T20:21:30.246336,1.00266718,.0002266,0.0247,154.4944,168.8641,252.1893,0,U,49125,999,1300,0,-.33E-5,0
SES-17,2021-095A,2025-03-10T13:29:38.451840,1.00269211,.0001085,0.0139,92.9036,245.3763,325.4796,0,U,49332,999,1320,0,-.289E-5,0
SYRACUSE 4A,2021-095B,2025-03-10T06:22:40.929600,1.00269587,.0001574,0.0270,149.0487,198.2266,322.0888,0,U,49333,999,1330,0,.117E-5,0
ZHONGXING-1D,2021-114A,2025-03-10T20:29:45.671712,1.00272296,.0002505,0.0394,311.2828,257.6367,37.4121,0,U,49505,999,1218,0,-.354E-5,0
STPSAT-6,2021-118A,2025-03-10T14:12:03.940128,1.00269623,.0002447,0.0217,109.4186,215.5134,304.8806,0,U,49817,999,1191,0,-.62E-6,0
EXPRESS AMU-7,2021-123A,2025-03-10T20:40:38.625024,1.00271502,.0000142,0.0153,232.2063,64.0868,327.6132,0,U,50001,999,1189,0,-.26E-5,0
EXPRESS AMU-3,2021-123B,2025-03-10T05:55:15.390624,1.00271884,.0000242,0.0219,232.5319,350.1158,137.3160,0,U,50002,999,238,0,-.339E-5,0
TIANLIAN 2-02,2021-124A,2025-03-10T18:58:26.238144,1.00272043,.0004012,0.0263,79.7635,232.6724,311.8088,0,U,50005,999,1196,0,-.32E-6,0
TURKSAT 5B,2021-126A,2025-03-10T20:44:38.613984,1.00271629,.0005506,0.0782,326.5852,3.4841,191.8336,0,U,50212,999,1165,0,.128E-5,0
INMARSAT 6-F1,2021-128A,2025-03-10T16:38:38.601312,1.00269060,.0000355,0.0224,159.0963,178.3625,164.5700,0,U,50319,999,1161,0,-.189E-5,0
SHIYAN 12 01 (SY-12 01),2021-129A,2025-03-10T19:11:38.620320,1.00071009,.0004283,2.4768,86.5775,268.1016,160.5302,0,U,50321,999,1185,0,.72E-6,0
SHIYAN 12 02 (SY-12 02),2021-129B,2025-03-10T20:21:15.232608,1.00510575,.0002538,2.4763,86.5856,9.4026,118.5363,0,U,50322,999,1185,0,-.352E-5,0
TJS-9,2021-135A,2025-03-10T18:48:55.745856,1.00269373,.0003275,0.0593,107.7065,57.0094,63.3995,0,U,50574,999,1178,0,-.317E-5,0
USA 324,2022-006A,2025-03-06T11:20:53.356128,1.00484607,.0000996,0.3787,84.1655,342.9429,66.0272,0,U,51280,999,271,0,-.9E-6,0
